TIEMPO_BARRIDO,SI,NO,
TIEMPO_ENCENDIDO,SI,NO,
TIEMPO_PRE_ENCENDIDO,NO,NO,
TIEMPO_SQ3,SI,NO,
TIEMPO_MAX,NO,NO,
TIEMPO_POSTBARRIDO,SI,NO,
TIEMPO_PAB_INICIAL,SI,NO,
TIEMPO_VPS_INIT,NO,NO,
TIEMPO_VPS_ESTABLE,NO,NO,
TIEMPO_POS,NO,NO,
TIEMPO_AL_DET,NO,NO,
TIEMPO_AP_MOD,NO,NO,
TIEMPO_PIL_INT,NO,NO,
TIEMPO_CARRERA_ACT,SI,NO,
TIEMPO_ESTADO,NO,NO,
TIEMPO_SINCRO,NO,NO,
POSICION_ARRANQUE,SI,NO,
POSICION_MINIMA,SI,NO,
POSICION_MAXIMA,SI,NO,
TOLERANCIA_POS,NO,NO,
MAX_TEMP_AMB,SI,NO,
NIVEL_DET,NO,NO,
PILOTO_SPI,NO,NO,
USO_MVC,NO,NO,
USO_VPS,NO,NO,
CONTROL_POSICIONAMIENTO,NO,NO,
ACCION_CORTE_LUZ,SI,NO,
POTE_COM,NO,NO,
MODO_INICIO,NO,NO,
MODO_PAB,NO,NO,
MODO_PGB,NO,NO,
MODO_PGA,NO,NO,
MODO_POTE,NO,NO,
MODO_SAL1,NO,NO,
MODO_MOTOR,NO,NO,
MODO_PID,NO,NO,
MODO_POS,NO,NO,
MODO_SAL2,NO,NO,
CONTADOR_AL_CBT,SI,NO,
CONTADOR_AL_FLL,SI,NO,
CONTADOR_AL_MVC,SI,NO,
CONTADOR_AL_VPS1,SI,NO,
CONTADOR_AL_PAB,SI,NO,
CONTADOR_AL_PGB,SI,NO,
CONTADOR_AL_PGA;28,SI,NO,
CONTADOR_AL_TIEMPO_MAX,SI,NO,
CONTADOR_AL_TEMP,SI,NO,
CONTADOR_AL_VPS2,SI,NO,
CONTADOR_AL_POS,SI,NO,
AJUSTE_TEMP_AMB,NO,NO,
AJUSTE_MIN_POTE,NO,NO,
AJUSTE_MIN_PID,NO,NO,
AJUSTE_MIN_POS,NO,NO,
AJUSTE_MIN_DET,NO,NO,
AJUSTE_MAX_POTE,NO,NO,
AJUSTE_MAX_PID,NO,NO,
AJUSTE_MAX_POS,NO,NO,
AJUSTE_MAX_DET,NO,NO,
AJUSTE_MIN_SAL1,NO,NO,
AJUSTE_MIN_SAL2,NO,NO,
AJUSTE_MAX_SAL1,NO,NO,
AJUSTE_MAX_SAL2,NO,NO,
FILTRO_ADC_POTE,NO,NO,
FILTRO_ADC_PID,NO,NO,
FILTRO_ADC_POS,NO,NO,
FILTRO_ADC_DET,NO,NO,
FILTRO_SAL1,NO,NO,
FILTRO_SAL2,NO,NO,
TEMP_AMBIENTE,SI,NO,
VX_POTE,NO,NO,
VX_PID,NO,NO,
VX_POS,NO,NO,
VX_DET,NO,NO,
VX_SAL1,NO,NO,
VX_SAL2,NO,NO,
CUENTAS_VX_POTE,NO,NO,
CUENTAS_VX_PID,NO,NO,
CUENTAS_VX_POS,NO,NO,
CUENTAS_VX_DET,NO,NO,
ESTADO_ENT_SAL,NO,NO,
ULTIMO_ESTADO,SI,NO,
ESTADO_ACTUAL,NO,NO,
ESTADO_ABF,NO,NO,
RELACION_SAL1_SAL2_01,NO,NO,
RELACION_SAL1_SAL2_02,NO,NO,
RELACION_SAL1_SAL2_03,NO,NO,
RELACION_SAL1_SAL2_04,NO,NO,
RELACION_SAL1_SAL2_05,NO,NO,
RELACION_SAL1_SAL2_06,NO,NO,
RELACION_SAL1_SAL2_07,NO,NO,
RELACION_SAL1_SAL2_08,NO,NO,
RELACION_SAL1_SAL2_09,NO,NO,
RELACION_SAL1_SAL2_10,NO,NO,
RELACION_SAL1_SAL2_11,NO,NO,
RELACION_SAL1_SAL2_12,NO,NO,
RELACION_SAL1_SAL2_13,NO,NO,
RELACION_SAL1_SAL2_14,NO,NO,
RELACION_SAL1_SAL2_15,NO,NO,
RELACION_SAL1_SAL2_16,NO,NO,
RELACION_SAL1_SAL2_17,NO,NO,
VERSION_SOFT,NO,NO,
